id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40281285,Charming single room,301857866,Tracy,Bolton,Bolton District,53.59261,-2.44074,Private room,35,1,33,2022-11-09,0.88,4,364,9,
40284547,Modern Mary Spacious  3 double bedrooms house.,311190067,Mary,Bolton,Bolton District,53.59901,-2.41492,Entire home/apt,75,1,2,2019-12-15,0.05,1,356,0,
40285792,Cosy double room in a quiet easily accessible area,54582956,Alham,Salford,Salford District,53.4982,-2.28478,Private room,32,1,3,2021-05-09,0.08,1,156,0,
40299709,Nightingale Gardens - 4 Bed Detached -  Manchester,170305980,Pius,Salford,Salford District,53.50617,-2.31714,Entire home/apt,264,2,11,2021-09-13,0.29,1,180,0,
40306580,"Rural Village Luxury, Views, Walks, 2 Pubs, Tennis",70821417,Mary,Bury,Bury District,53.63073,-2.36573,Entire home/apt,300,3,39,2022-10-31,1.08,1,244,17,
40306618,Corner House Manchester & ETIHAD. Easy parking **,46066295,Brian@ Air Host & Clean,Manchester,Gorton South,53.4545,-2.16004,Entire home/apt,137,2,63,2022-12-16,1.68,7,151,36,
40309625,"Single bedroom, city centre with work station.",148073056,Ghil,Manchester,Ardwick,53.46927,-2.22798,Private room,25,30,20,2022-12-03,0.54,5,188,8,
40309929,Large double Room. Work station. Free Parking.,148073056,Ghil,Manchester,Ardwick,53.47006,-2.2277,Private room,32,30,5,2022-03-06,0.31,5,323,1,
40325850,✪20% OFF| Monthly Stay|2 BED /Business/Relocation✪,31309286,Tommy,Manchester,Hulme,53.46964,-2.2433,Entire home/apt,145,28,9,2022-08-31,0.62,7,30,7,
40326418,★ Beautiful cosy Manchester Home +Onsite Parking ★,84897769,Aaron,Bury,Bury District,53.52106,-2.28856,Entire home/apt,161,3,18,2022-11-01,0.49,18,357,3,
40359729,"Cosy house at Altrincham, Cheshire, next to Hale",166233830,April,Trafford,Trafford District,53.36848,-2.36695,Private room,38,1,0,,,8,365,0,
40359806,"Quite cosy house next to Knutsford, Cheshire",166233830,April,Trafford,Trafford District,53.36984,-2.36489,Private room,40,1,0,,,8,365,0,
40418940,Bedroom in a cosy cottage near Manchester airport,105715866,Sam,Stockport,Stockport District,53.39921,-2.17557,Private room,35,1,71,2022-11-20,3.65,1,40,35,
40440858,SPRING HOUSE (D),10143873,Alison,Manchester,Levenshulme,53.44193,-2.21367,Entire home/apt,137,2,78,2022-12-12,2.11,26,356,42,
40443948,"Luxury Apartment - Hospital, City & Media City",258140817,Vikki,Salford,Salford District,53.4917,-2.35388,Entire home/apt,63,5,40,2022-11-21,1.09,12,359,11,
40451473,Hotel Style 1 Bedroom,85598344,Ahmer,Salford,Salford District,53.47899,-2.35108,Private room,43,1,1,2019-12-31,0.03,1,0,0,
40466071,Shillingford Rd Gorton With Free Wifi-Free Parking,271561629,Abiola,Manchester,Gorton South,53.4535,-2.16667,Private room,30,1,1,2019-12-08,0.03,4,0,0,
40471038,Spacious double room available near M'cr airport,9489102,Semi,Manchester,Northenden,53.40603,-2.26142,Private room,20,3,6,2022-09-05,0.16,1,87,4,
40477666,full of more warmth a PLACE TO CALL HOME.,313281379,Ayodeji,Manchester,Miles Platting and Newton Heath,53.49645,-2.18204,Private room,30,2,1,2020-04-05,0.03,1,0,0,
40481097,"Big garden, man city stadium near, bus stop 3min",115226392,Abdullah,Manchester,Harpurhey,53.50904,-2.19506,Private room,31,1,25,2022-12-04,0.68,1,173,19,
40556040,Private 1 Bedroom Flat WiFi  1-2 Guests (#1),146633512,Safa,Manchester,Fallowfield,53.44341,-2.24446,Entire home/apt,250,30,14,2020-03-13,0.38,2,83,0,
40597654,Cosy 3 bedroom flat,183998814,Adel,Manchester,Longsight,53.45565,-2.21082,Entire home/apt,148,1,0,,,1,89,0,
40603792,Modern Styled City Centre apartment Arundel Street,301799877,Tanisha,Manchester,Hulme,53.47366,-2.26161,Entire home/apt,131,1,57,2022-10-17,2.55,2,220,25,
40627249,Victorian house centre Altrincham,89311968,Paul,Trafford,Trafford District,53.38836,-2.35189,Entire home/apt,190,2,66,2022-12-05,1.79,1,336,27,
40637184,Archway Cottage - on the edge of the Peak District,45842167,Jill,Tameside,Tameside District,53.44137,-2.01222,Entire home/apt,76,2,55,2022-12-11,1.51,1,219,23,
40646901,Beautiful Victorian Terrace,18107417,Jess,Manchester,Levenshulme,53.43908,-2.18824,Entire home/apt,52,4,10,2022-12-11,0.27,1,0,3,
40676996,Comfortable 3-Storey House with Free Car Parking,315599704,Aline,Manchester,Bradford,53.47655,-2.20648,Entire home/apt,232,1,74,2022-12-22,2.03,1,337,43,
40700904,Casa Nomade Penthouse slps 20 people Mcr centre,199676673,Jody,Manchester,Ancoats and Clayton,53.48981,-2.23129,Entire home/apt,579,1,14,2022-11-27,0.81,12,307,9,
40701228,"Casa Jungle slps 20 Plp Mcr, hot tub, bar, cinema",199676673,Jody,Manchester,Ancoats and Clayton,53.48961,-2.23101,Entire home/apt,893,1,11,2022-10-17,0.64,12,318,7,
40754813,Large  bedroom,134743267,Dr Ahsan,Trafford,Trafford District,53.40718,-2.35661,Private room,45,5,1,2022-03-13,0.10,1,86,1,
40782350,2 Bed 2 Bath Central Apartment with Balcony!,261761249,Jordan,Manchester,Ancoats and Clayton,53.48801,-2.23676,Entire home/apt,136,7,15,2022-04-11,0.42,16,349,2,
40783478,★Modern Stylish 3 Bedroom House★ +Garden & Parking,84897769,Aaron,Manchester,Ancoats and Clayton,53.48839,-2.21245,Entire home/apt,174,3,26,2022-10-02,0.71,18,284,12,
40875658,Big one bedroom flat. Good for groups,226212009,Ramin,Manchester,Rusholme,53.45265,-2.22509,Entire home/apt,79,1,1,2021-09-13,0.06,4,89,0,
40886436,Spacious Scandi Mid-Century Apartment Chorlton,1093036,Rachael,Manchester,Chorlton,53.4384,-2.28047,Entire home/apt,159,2,72,2022-09-05,2.04,1,110,29,
40888784,"Cosy Private Apartment, Fantastic Transport Links",269232554,Mo,Manchester,Crumpsall,53.51771,-2.23407,Entire home/apt,59,2,7,2022-12-12,0.20,1,43,1,
40932823,South Lodge Cottage (25490),217551926,"Cottages,Com",Wigan,Wigan District,53.59256362915039,-2.6348650455474854,Entire home/apt,107,1,0,,,4,281,0,
40936577,private  Room at Crime Lake close to Mcr,280068322,Joanne,Oldham,Oldham District,53.50694,-2.12561,Private room,60,1,47,2022-11-27,1.35,4,364,19,
40968561,Super large double bedroom. Balcony. Work station.,148073056,Ghil,Manchester,Ardwick,53.47079,-2.22963,Private room,1763,7,6,2022-10-29,0.57,5,57,6,
40981108,Wonderful Apartment in the Heart of Castlefield,80973205,Andrew,Manchester,City Centre,53.4746,-2.25982,Entire home/apt,90,6,12,2022-11-07,0.70,1,0,6,
41031687,"United View! Double city room, MANCHESTER!",160638456,Kyle,Trafford,Trafford District,53.46143,-2.28972,Private room,65,2,21,2022-11-23,0.59,5,81,17,
41040395,Cosy Two Bedroom Townhouse x2 Parking Spaces,28633762,Book My Place,Salford,Salford District,53.46861,-2.27934,Entire home/apt,133,2,35,2022-12-11,0.96,18,73,11,
41046780,Great location close to city centre.,245508395,Ka,Manchester,City Centre,53.47382,-2.23262,Entire home/apt,77,1,52,2022-12-04,1.43,1,23,28,
41047093,Ensuite with private bathroom ★Free Parking,267683752,Ashley,Manchester,Bradford,53.47763,-2.20661,Private room,38,1,18,2022-12-11,0.49,3,306,7,
41050412,Balcony Room Manchester city centre★Free Parking,267683752,Ashley,Manchester,Bradford,53.47659,-2.20621,Private room,32,1,17,2022-12-11,0.46,3,82,6,
41050827,Double Room Manchester City Centre ★Free Parking,267683752,Ashley,Manchester,Bradford,53.47668,-2.20702,Private room,51,1,18,2022-12-10,0.51,3,54,3,
41077376,"Double Room - Salford, Close to St James House",321194284,Gael,Salford,Salford District,53.50231,-2.30196,Private room,29,3,27,2022-11-30,0.75,1,140,15,
41102105,Large stylish 5 bedroom (3 en-suite) house,184058000,Dhugal,Manchester,Whalley Range,53.45085,-2.26192,Entire home/apt,181,28,9,2021-08-30,0.26,8,64,0,
41109925,Cool loft studio opp park Old Trafford 5 mins city,2382707,Claudia,Trafford,Trafford District,53.46071,-2.26959,Entire home/apt,59,3,113,2022-12-24,3.12,9,320,50,
41124183,SPR Altrincham A Lovely Period Property Home,321829439,Andrew,Trafford,Trafford District,53.38262,-2.33703,Entire home/apt,174,2,48,2022-12-09,1.36,3,170,19,
41131914,Splendid 4Bedrooms Shared Home .,321948507,Michael O,Manchester,Harpurhey,53.50588,-2.1994,Private room,80,2,7,2022-09-05,0.20,1,102,2,
41163886,Queens Guest House double s/b,320319523,Stuart And Angela,Manchester,Cheetham,53.50456,-2.23325,Private room,96,1,5,2022-09-15,0.20,4,89,4,
41164887,Queens Guest House double en suit,320319523,Stuart And Angela,Manchester,Cheetham,53.50356,-2.23379,Private room,106,1,2,2022-09-16,0.12,4,89,1,
41165159,Queens Guest House Family rooms,320319523,Stuart And Angela,Manchester,Cheetham,53.50331,-2.23495,Private room,177,1,2,2021-08-30,0.06,4,89,0,
41165470,Queens Guest House twin.,320319523,Stuart And Angela,Manchester,Cheetham,53.50369,-2.23329,Private room,80,1,4,2022-11-27,0.22,4,89,2,
41180582,"United View! Triple city room, MANCHESTER!",160638456,Kyle,Trafford,Trafford District,53.46285,-2.29013,Private room,74,2,18,2022-12-12,0.52,5,75,14,
41194397,Modern 4bedroom Large Townhouse Near City Centre!!,94081983,Prime-Keys,Manchester,Harpurhey,53.51059,-2.21553,Entire home/apt,211,2,135,2022-12-17,3.75,1,282,52,
41221859,"Double Bed Studio, private kitchen and bathroom",323530191,Nilofer,Manchester,Didsbury East,53.41255,-2.2207,Entire home/apt,30,2,2,2021-11-06,0.06,1,0,0,
41247251,"5* Relaxation, HOT-TUB, Gazebo, Fire Pit & Patio",323586705,Mark,Oldham,Oldham District,53.5651,-2.03225,Entire home/apt,158,2,50,2022-10-05,1.40,2,295,16,
41253545,5* PRIVATE - HOTTUB Chalet. Unwind - Rustic style,323586705,Mark,Oldham,Oldham District,53.56453,-2.0347,Entire home/apt,162,2,80,2022-12-03,2.27,2,304,39,
41285805,Clean and cosy apartment near City centre,250045503,Amir,Salford,Salford District,53.47348,-2.28173,Private room,100,1,34,2022-11-27,0.95,2,361,16,
41286639,Spacious APT close to Old Traf football + cricket,83361206,Lauren,Trafford,Trafford District,53.44683,-2.29732,Entire home/apt,69,1,100,2022-11-27,2.76,1,309,53,
41316235,Lovely room with private bathroom in Whalley Range,30004073,Emanuela,Manchester,Whalley Range,53.44851,-2.25875,Private room,46,1,33,2022-12-09,0.92,1,242,21,
41337166,Tabley House,53653894,Lorraine,Stockport,Stockport District,53.38155,-2.21954,Private room,500,1,0,,,1,358,0,
41343549,Cozy place near takeaways and supermarkets.,238836302,Aabhas,Manchester,Ardwick,53.46003,-2.19947,Private room,180,1,1,2020-02-19,0.03,1,90,0,
41362616,3 bed semi detached new built house,182040523,Jaweria,Manchester,Cheetham,53.49886,-2.24817,Entire home/apt,1000,1,9,2022-05-08,0.25,1,180,2,
41376130,Modern 3 Bedroom House Close To Etihad&City Centre,257532853,Lucy,Manchester,Bradford,53.4766,-2.20436,Entire home/apt,116,2,23,2021-09-26,0.64,1,0,0,
41396275,Summer House,14354475,Laura,Manchester,Fallowfield,53.4409,-2.21622,Entire home/apt,683,2,57,2022-12-04,1.68,22,302,31,
41407994,Mel's luxury Springfield Home. **Royal retreat**,318724615,Melody,Manchester,Gorton South,53.45129,-2.17217,Entire home/apt,55,1,108,2022-12-18,3.07,1,314,44,
41424008,NEW MODERN PLACE AT CLAREMONT,264918270,Sakina,Manchester,Moss Side,53.45427,-2.24061,Entire home/apt,180,1,45,2022-12-10,1.33,2,175,28,
41471948,Fielden Farm Shippon,146257045,Jean,Rochdale,Rochdale District,53.64342,-2.07911,Entire home/apt,60,7,14,2022-09-02,0.51,3,300,4,
41474491,Fielden Farm Barn,146257045,Jean,Rochdale,Rochdale District,53.64371,-2.081,Entire home/apt,60,7,5,2022-10-31,0.31,3,217,4,
41498255,Saddleworth (1)- 17th Century Country Retreat (1),326719161,Donna,Oldham,Oldham District,53.56166,-2.03252,Private room,90,2,24,2022-06-12,0.83,2,0,2,
41503362,Inspired by Midlands Hotel VINTAGE suite SUPERKING,326777242,Eric,Manchester,Harpurhey,53.50081,-2.20796,Entire home/apt,103,2,37,2022-10-31,1.04,3,124,16,
41505055,Modern and peaceful home with a cosy bedroom,172014854,Zhoro,Bury,Bury District,53.54211,-2.27594,Private room,23,2,2,2022-11-21,0.46,1,321,2,
41516013,"1 Double bed, 15mins walk from centre",296578650,Loick,Manchester,Miles Platting and Newton Heath,53.49192,-2.2183,Private room,22,3,8,2022-12-22,5.33,1,30,8,
41531020,Large georgian house with cinema room and gardens!,15664859,Emily,Trafford,Trafford District,53.3831,-2.35837,Entire home/apt,150,7,7,2022-10-09,0.20,2,356,4,
41574352,Friendly popular Guest House,327630037,Kerry,Stockport,Stockport District,53.39104,-2.14548,Private room,30,4,2,2022-07-15,0.32,1,83,2,
41579580,"Heart of Didsbury Village stylish 2 bdr, sleeps 6",3182389,Lucia,Manchester,Didsbury East,53.41634,-2.22671,Entire home/apt,104,2,146,2022-12-16,4.09,3,0,69,
41592407,Massive doble room in a luxurious house.,327819021,Arismendy,Bolton,Bolton District,53.581,-2.44561,Private room,43,1,8,2022-10-07,0.44,1,88,3,
41611297,"Homely double room in Chadderton, Manchester.",131664981,Lilly,Oldham,Oldham District,53.53371,-2.1393,Private room,45,1,1,2021-09-12,0.06,1,160,0,
41630732,Mirey Lane Cottage in a lovely village,328371591,Jackie,Bolton,Bolton District,53.56301,-2.50275,Private room,100,2,6,2020-02-09,0.17,2,89,0,
41662142,Modern House sleeps 10 mins from Manchester,228559791,Omar,Salford,Salford District,53.48255,-2.29808,Entire home/apt,535,1,38,2022-11-20,2.30,2,104,25,
41705002,Contemporary Apartment (A) with Balcony Altrincham,328340284,Adam,Trafford,Trafford District,53.39582,-2.35512,Entire home/apt,97,2,54,2022-12-11,1.83,3,183,24,
41706384,Airport Padzzz.,77550344,Darren,Manchester,Woodhouse Park,53.37571,-2.26888,Private room,80,1,0,,,3,345,0,
41727826,Contemporary Apartment (B) with Balcony Altrincham,328340284,Adam,Trafford,Trafford District,53.39778,-2.354,Entire home/apt,97,2,61,2022-12-18,2.07,3,257,34,
41728820,Contemporary Apartment (C) with Balcony Altrincham,328340284,Adam,Trafford,Trafford District,53.39569,-2.35341,Entire home/apt,97,2,64,2022-12-02,2.18,3,205,30,
41740149,Cosy House in Chorlton Green next to beech road,27028147,Chester,Manchester,Chorlton,53.43731,-2.2786,Entire home/apt,190,1,4,2022-11-20,0.16,2,326,1,
41799060,A lovely place to stay,216848275,Harriet,Trafford,Trafford District,53.37813,-2.37231,Entire home/apt,83,2,16,2021-11-28,0.46,1,0,0,
41810374,Sir Alex Suite! - 2bed UNITED GROUND OLD TRAFFORD,160638456,Kyle,Trafford,Trafford District,53.46278,-2.28969,Private room,74,2,13,2022-10-30,0.38,5,78,11,
41816611,Deansgate Unique 2 Bed Loft Apartment Free Parking,302759597,Adam (Beehosting Property Mgmt),Manchester,City Centre,53.47474,-2.25007,Entire home/apt,264,2,179,2022-12-11,5.17,26,278,61,
41819100,"HUGE ROOM SLEEPS 6, TV& PRIVATE ENSUITE BATHROOM",330392598,Sascha Sylvana,Manchester,Moss Side,53.45583,-2.23612,Private room,98,1,34,2022-11-27,0.96,4,172,18,
41820712,"Big room, sleeps 6 TV& PRIVATE EN-SUITE BATHROOM",330392598,Sascha Sylvana,Manchester,Moss Side,53.45678,-2.23448,Private room,94,1,53,2022-12-14,1.50,4,174,31,
41852639,Modern Duplex Apartment City Centre Wilmslow Road,330844360,Hamza,Manchester,Rusholme,53.4531,-2.22159,Entire home/apt,60,1,10,2020-04-02,0.28,1,0,0,
41857857,1 BED flat Media City - Car park,55393648,Monica,Salford,Salford District,53.47379,-2.2926,Entire home/apt,101,4,20,2022-12-13,0.72,1,124,10,
41859112,Beautiful & stylish city centre flat FREE WIFI❤️️,219671762,Milly,Manchester,City Centre,53.47617,-2.23758,Entire home/apt,150,2,88,2022-12-05,2.54,4,41,41,
41869315,"Modern and Stylish Duplex near AO Arena, sleeps 4",323965701,Pillo Rooms :,Manchester,Cheetham,53.49327,-2.23765,Entire home/apt,153,2,97,2022-12-18,2.80,2,299,66,
41887474,Old Trafford Emirates City Centre Events,205478523,James,Trafford,Trafford District,53.45269,-2.300542,Private room,58,1,30,2022-12-10,1.91,3,358,19,
41901481,Double Room at The Bulls Head,330356236,Roger,Manchester,City Centre,53.47678,-2.23182,Private room,94,1,72,2022-09-07,2.46,2,228,16,
41901573,Double or Twin Room at The Bulls Head,330356236,Roger,Manchester,City Centre,53.47514,-2.23072,Private room,94,1,23,2022-09-06,0.96,2,221,10,
41905616,Mirey Lane Cottage in a lovely village,328371591,Jackie,Bolton,Bolton District,53.56457,-2.5024,Private room,100,2,0,,,2,89,0,
41934191,Monthly Weekly Long Term Stay: msg us to ask price,89371410,Vince,Manchester,Bradford,53.47809,-2.20633,Private room,73,7,1,2021-12-01,0.08,1,55,0,
41934462,Lovely Victorian House in Levenshulme,27773865,Rachel,Manchester,Levenshulme,53.44127,-2.18729,Entire home/apt,69,3,53,2022-12-05,2.43,1,65,24,
41945299,Manchester penthouse,60662296,Craig,Salford,Salford District,53.48444,-2.25706,Entire home/apt,214,1,0,,,1,89,0,
41945672,Room available between City Centre and Etihad,29643866,Adele,Manchester,Ancoats and Clayton,53.48944,-2.21015,Private room,39,56,2,2022-05-30,0.14,1,89,1,
42021251,Cosy Fully Furnished House 3 Bedrooms,265263893,Bilal,Stockport,Stockport District,53.36993,-2.22561,Entire home/apt,139,4,1,2020-08-15,0.03,2,301,0,
42041327,A double room in a share flat cozy and very comfy,125852006,Perry,Stockport,Stockport District,53.38795,-2.19403,Private room,55,1,0,,,2,54,0,
42055919,The Old Parlour,331329543,Simon,Manchester,Chorlton,53.4386,-2.28768,Entire home/apt,110,2,73,2022-12-05,3.63,1,227,43,
42069766,Double bedroom available to stay,128357616,Mark,Salford,Salford District,53.48688,-2.27695,Private room,80,1,40,2022-12-04,1.14,2,194,27,
42082359,Small cosy  bedroom in 2 bedroom town house M22,32407343,Pat,Manchester,Northenden,53.41093,-2.25956,Private room,35,1,34,2022-12-14,0.98,1,16,29,
42104395,One double Bedroom in a House,65372382,Murtaza,Bolton,Bolton District,53.55335,-2.42053,Private room,50,1,0,,,1,179,0,
42105244,"Fabulous, private en-suite room near Media City.",333963783,Amin,Salford,Salford District,53.46724,-2.27987,Private room,24,2,9,2021-04-30,0.26,1,26,0,
42135440,A Convenient Home,320766035,Yusuf,Manchester,Withington,53.43815,-2.21633,Entire home/apt,150,7,0,,,1,180,0,
42147825,"Double bedroom with 2 beds, 10 min from town. PLAB",86393358,Kristina,Salford,Salford District,53.50222,-2.26942,Private room,32,7,16,2022-09-15,0.46,3,230,6,
42149359,Saddleworth (2)- 17th Century Country Retreat (2),326719161,Donna,Oldham,Oldham District,53.56204,-2.03304,Private room,80,2,13,2022-06-12,0.44,2,0,1,
42151175,Cosy bedroom with wonderful atmosphere,334474854,Joanna,Salford,Salford District,53.48675,-2.291,Private room,54,1,6,2022-03-08,0.24,1,364,1,
42162723,3 bed family house,298644028,Mohammed,Oldham,Oldham District,53.53269,-2.14804,Entire home/apt,400,2,0,,,2,0,0,
42167098,Pet Friendly Loft Studio Suite for 1 or 2. M/cr,17136758,Mike,Trafford,Trafford District,53.42388,-2.31379,Entire home/apt,99,7,4,2021-05-28,0.11,10,299,0,
42168853,Airport Padzzz. Room 2.,77550344,Darren,Manchester,Woodhouse Park,53.37572,-2.26808,Private room,80,1,3,2022-06-20,0.09,3,337,1,
42170535,Airport Padzzz. Room 4.,77550344,Darren,Manchester,Woodhouse Park,53.37425,-2.27011,Private room,80,1,7,2022-12-12,0.58,3,343,7,
42243331,"Moorland house semi detached, Saddleworth",30009974,Laura,Oldham,Oldham District,53.59071,-2.03563,Entire home/apt,157,2,34,2022-10-30,1.15,1,164,13,
