id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
699279068649001168,"Double Room, free parking near Salford University",4927967,Chris,Salford,Salford District,53.5001466,-2.2762832,Private room,46,2,5,2022-10-30,2.05,1,111,5,
699279627451930094,"Wardsworth Mews, Quiet & Cosy Manchester House",51987382,Adaeze,Tameside,Tameside District,53.48123,-2.15657,Entire home/apt,144,2,6,2022-12-06,1.78,10,327,6,
699740324903392076,Lovely 2 Bedroom Apartment in Bury,369624884,Kevin And Laura,Bury,Bury District,53.59748,-2.28175,Entire home/apt,94,2,3,2022-12-05,0.94,55,60,3,
699745171330377545,Delightful Room in a wonderful space and location!,152290005,Kate,Manchester,Didsbury West,53.41852,-2.23345,Entire home/apt,46,2,0,,,1,219,0,
699945612648275910,Modern King En-suite Room in a stylish new build!,41901079,Neil,Salford,Salford District,53.49966,-2.27719,Private room,65,2,3,2022-11-01,0.96,1,239,3,
700052561841540425,"Cheerful 4 
bedroomed home with great amenities.",191669125,Sam,Bolton,Bolton District,53.5657539,-2.5413434,Entire home/apt,200,2,4,2022-10-09,0.99,4,0,4,
700071829595268617,"Lovely 1 bed apartment, tastefully furnished.",476425389,Dale,Manchester,Gorton South,53.45358,-2.18784,Entire home/apt,100,1,0,,,2,364,0,
700081136441045007,A lovely apartment in a quiet environment.,476425389,Dale,Manchester,Gorton South,53.45228,-2.18989,Entire home/apt,100,1,0,,,2,365,0,
700346227655904839,KozyGuru | 3BR 4 Beds | Worsley | Lovely Modern House | Close to train station and City Center | Free Parking,435420929,Teresa,Salford,Salford District,53.5215,-2.39778,Entire home/apt,113,2,0,,,23,104,0,
700354849498554987,Fantastic 1 bed flat near Manchester City Centre,197633253,James,Salford,Salford District,53.48564,-2.25105,Entire home/apt,136,2,0,,,1,85,0,
700428097342701883,2 Bedroom Penthouse with Parking,28305766,City Superhost,Salford,Salford District,53.47247,-2.2848,Entire home/apt,142,1,5,2022-12-22,2.83,56,81,5,
700707600273162922,Spacious ensuite bedroom with a garden view,218792041,Ola,Trafford,Trafford District,53.4263,-2.33498,Private room,62,1,16,2022-12-04,3.90,1,167,16,
700820105036189451,An astonishing & Comfortable Single bedroom.,254112070,Timothy,Manchester,Bradford,53.4709095,-2.1569018,Private room,40,3,3,2022-11-26,0.96,4,365,3,
701035306976985217,Stunning 3 bedroom House. Free Parking.,472793734,Mohsin,Trafford,Trafford District,53.46044483914794,-2.2945496812462807,Entire home/apt,134,2,7,2022-12-11,1.89,2,111,7,
701130965450011958,Cozy Central 1 bed (c10),277427389,Syed,Manchester,Moss Side,53.4568,-2.22989,Entire home/apt,72,4,5,2022-12-27,3.00,7,164,5,
701131165573411345,Cozy Manchester apartment,277427389,Syed,Manchester,Moss Side,53.45136,-2.23255,Entire home/apt,71,4,5,2022-12-06,1.67,7,172,5,
701196221222049922,Doctor/student lodges 2a,474954023,Huma,Manchester,Rusholme,53.45371,-2.20729,Shared room,21,3,4,2022-10-01,1.22,5,365,4,
701251848775355499,"Resource Homes
Beautiful 2-Bedroom Holiday Home",476648563,Andrew,Bolton,Bolton District,53.5964095,-2.4152138,Entire home/apt,138,2,1,2022-10-28,0.49,1,201,1,
701447365777158909,"Lovely, 1-bed flat with free parking on premises",96552999,Rachael,Manchester,Rusholme,53.451,-2.217,Entire home/apt,70,1,1,2022-09-04,0.26,1,54,1,
701525838476721052,Cosy 3 bedroom Apartment & Free parking Manchester,476287193,Adam,Manchester,Rusholme,53.45452,-2.22155,Entire home/apt,128,1,22,2022-12-18,5.74,1,58,22,
701569555911839091,Penthouse Central Manchester,476653019,Fran,Trafford,Trafford District,53.47198,-2.26644,Entire home/apt,124,1,10,2022-12-22,8.33,2,281,10,
701823321586931112,Spacious 3 Bed town house close the the Etihad,92565318,Sharmaine,Manchester,Bradford,53.47753,-2.20735,Entire home/apt,160,3,0,,,6,234,0,
701919184494054736,Lovely 1 bedroom king bed .,2788019,Tomi,Salford,Salford District,53.50061,-2.34441,Private room,45,14,1,2022-09-14,0.29,4,90,1,
702075933612234581,"Modern & Bright 1 Bedroom Apartment, Salford",11570657,Helen & Ally,Salford,Salford District,53.48045,-2.27934,Entire home/apt,56,3,0,,,48,174,0,
702144619415962906,Beautiful house,247761366,Miguel,Bolton,Bolton District,53.57792,-2.42519,Private room,25,1,2,2022-09-11,0.50,1,362,2,
702668471283031307,Ensuite with king sized bed and private lounge,17390861,Michelle,Manchester,Didsbury East,53.42187,-2.22347,Private room,69,1,13,2022-12-18,3.33,2,362,13,
703240093517248049,Flat in Bolton 1 bed + sofa bed,272760955,Hamid,Bolton,Bolton District,53.56742,-2.47338,Entire home/apt,79,1,1,2022-11-27,1,1,364,1,
703374743764315433,Studio Room with Private bathroom,4129187,Ash,Manchester,Whalley Range,53.44994,-2.24526,Private room,44,2,11,2022-12-16,3.27,6,359,11,
703552540120763900,Private Room in Swinton close to all attractions,461834746,Syed,Salford,Salford District,53.50402,-2.30391,Private room,64,2,0,,,1,365,0,
703711370161613790,Doctor/student lodges 1a,474954023,Huma,Manchester,Rusholme,53.45373,-2.206,Shared room,20,3,2,2022-12-03,0.61,5,365,2,
704072630988694108,Lovely 2 bed apartment with free parking & WI-FI,411299561,Heather,Tameside,Tameside District,53.45858,-2.0709,Entire home/apt,98,2,8,2022-12-08,2.45,3,337,8,
704100995139221154,"Amazing 3-bed apartment, free parking & free Wi-Fi",411299561,Heather,Tameside,Tameside District,53.45899,-2.06945,Entire home/apt,112,2,12,2022-12-11,3.16,3,356,12,
704116957499689329,Stunning en-suite room close to centre!,291876520,Ahmed,Salford,Salford District,53.48272,-2.26519,Private room,81,1,4,2022-12-10,1.04,2,81,4,
704235819972016864,Lovely serviced apartment 2min 2 City center,262365696,Alex,Manchester,Cheetham,53.49074,-2.23839,Entire home/apt,150,1,5,2022-11-05,2.03,2,269,5,
704237105593694211,Cheerful 4 bedroom home,379023411,Priscilla,Salford,Salford District,53.50204,-2.27856,Entire home/apt,250,2,4,2022-10-30,1.38,3,363,4,
704344003092799602,Luxury 1-Bedroom serviced apartment with parking,16697099,Mo,Manchester,City Centre,53.47299,-2.25287,Entire home/apt,180,28,0,,,4,365,0,
704500304888818142,Captivating 6-Bed House in Manchester,439074505,TravelNest,Manchester,Northenden,53.4043,-2.25334,Entire home/apt,90,1,0,,,21,364,0,
704700957466594624,"3 Bed townhouse in Salford, close to the Uni.",92565318,Sharmaine,Salford,Salford District,53.48377,-2.28694,Entire home/apt,110,5,9,2022-12-05,2.60,6,332,9,
704706226557423504,Cosy 2 bedroom 2 bath. apt. near Etihad,369624884,Kevin And Laura,Manchester,Ancoats and Clayton,53.48493,-2.1936,Entire home/apt,111,2,5,2022-12-11,1.88,55,89,5,
704760906347516017,Brightly lit 3 bedroom home,379023411,Priscilla,Salford,Salford District,53.48415,-2.29611,Entire home/apt,250,2,0,,,3,365,0,
704936757746140100,"Elegant Spacious 3-Bedroom in Hale, near Airport",232104144,Felix,Trafford,Trafford District,53.37857,-2.34799,Entire home/apt,230,1,1,2022-10-16,0.41,4,4,1,
705009013403568042,"New apartment for City + Airport, balcony views",199431129,Ewa,Manchester,Baguley,53.39441,-2.27891,Private room,55,1,7,2022-12-11,1.94,1,360,7,
705013794316425056,Comfy & Lush 2 Bed Central  Manchester Apartment,108166443,Ben,Salford,Salford District,53.48791,-2.25462,Entire home/apt,126,2,4,2022-11-20,1.19,1,338,4,
705042279333920683,1 bedroom flat - Lostock - Free Parking - Sleeps 4,150474796,Shalin,Bolton,Bolton District,53.57519032384623,-2.526707947254181,Entire home/apt,99,1,8,2022-11-27,2.38,1,140,8,
705551158268530675,Scandi Penthouse in Manchester Centre - Parking,152788806,Pass The Property,Manchester,Bradford,53.47969,-2.21951,Entire home/apt,255,2,6,2022-11-04,1.73,34,76,6,
705649587235694385,3-bedroom modern house in Withington,477528855,Kristian,Manchester,Old Moat,53.43487,-2.22883,Entire home/apt,163,4,3,2022-11-01,1.11,2,74,3,
706107202119045156,KozyGuru I 2 BR I Heart of Altrincham I Modern Stylish Apartment I Convenient Location,435420929,Teresa,Trafford,Trafford District,53.38747,-2.34933,Entire home/apt,243,2,7,2022-12-11,1.94,23,63,7,
706211632966042196,Large 3 Bedroom House with family bathroom,251509384,Ideal Lodgings,Oldham,Oldham District,53.58145,-2.13659,Entire home/apt,345,1,0,,,14,335,0,
706330337392505560,Manchester Centre Platinum Ensuite Double Bedroom,73535097,Pendrose,Salford,Salford District,53.48616,-2.24542,Private room,122,1,2,2022-12-13,0.59,18,364,2,
706347577824136947,Manchester City Centre Double Bedroom Private Bath,73535097,Pendrose,Manchester,City Centre,53.48429,-2.24658,Private room,104,1,10,2022-11-27,2.78,18,356,10,
706647454272290693,2-Bed Apartment near city centre,439074505,TravelNest,Salford,Salford District,53.48443,-2.25464,Entire home/apt,90,1,0,,,21,364,0,
706701123531830666,Lovely 3 Bedroom Home in The Heart Of Rusholme,452437576,FireFly,Manchester,Moss Side,53.45139,-2.23016,Entire home/apt,90,1,9,2022-12-09,2.60,1,25,9,
706923501129549433,Ashton Mansion,28305766,City Superhost,Tameside,Tameside District,53.4848416,-2.1044262,Entire home/apt,766,1,3,2022-12-05,2.00,56,34,3,
706967027000047421,Peaceful Home Near City Centre - Sleeps 8 guests,28305766,City Superhost,Salford,Salford District,53.51316,-2.26676,Entire home/apt,135,3,10,2022-12-23,3.80,56,33,10,
706986332194131576,Entire 3 bedroom house in Cheshire.,20812454,Hamzeh,Stockport,Stockport District,53.39398,-2.10938,Entire home/apt,155,3,1,2022-10-20,0.43,4,262,1,
707010547247975028,Delightful 4 Person Campervan/Motorhome,39745300,Haitham,Salford,Salford District,53.52707,-2.42859,Entire home/apt,140,3,0,,,1,361,0,
707020323337134206,Luxury 2-Bedroom Service Apartment with Balcony,48518251,Steve,Trafford,Trafford District,53.46607,-2.26165,Entire home/apt,126,2,6,2022-12-11,1.76,2,350,6,
707067887352000168,BV Spacious 3 Bedroom At Tatton Street Manchester,411242043,Modou,Manchester,Hulme,53.46789,-2.26322,Entire home/apt,143,1,5,2022-12-04,1.39,2,333,5,
707158009533077341,Doctors/ student lodges 2c,474954023,Huma,Manchester,Longsight,53.45566,-2.20729,Shared room,20,1,5,2022-11-13,1.70,5,364,5,
707548344630208943,Lovely 2+1 Bedroom Apartment in Beautiful Location,471354954,Abdul Haseeb,Bolton,Bolton District,53.59576,-2.41973,Entire home/apt,86,2,0,,,1,329,0,
707708982844423053,One room in a three story house,419842622,Noufal,Manchester,Ancoats and Clayton,53.48862,-2.20881,Private room,35,1,4,2022-12-11,4,2,28,4,
707939888724253514,Cute StudioHouse close to OldTrafford/Airport/Tram,31014624,Giovanni,Trafford,Trafford District,53.42690830913737,-2.319589778780937,Entire home/apt,75,2,4,2022-11-04,1.36,1,175,4,
708055183984172948,Lovely Central 2 Bed 2 Bath Northern Quarter Apt.,417648724,Gail,Manchester,Ancoats and Clayton,53.48949,-2.23298,Entire home/apt,282,2,0,,,7,363,0,
708068767944323311,Luxury 2Bedroom Apartment in Deansgate *City Views,419521969,Saif,Manchester,City Centre,53.47196,-2.25528,Entire home/apt,372,1,6,2022-12-11,1.73,4,262,6,
708102369602550607,Spacious Duplex celebrating  Manchester music,178961219,Nik,Manchester,Didsbury West,53.42249,-2.2488,Entire home/apt,109,2,12,2022-12-14,4.74,1,348,12,
708406756594835282,Spacious 5-bedroom house in Manchester,459396704,Schenell,Manchester,Northenden,53.40545,-2.25293,Entire home/apt,239,3,0,,,1,360,0,
708477100160915433,home stay Manchester,464854405,Olanrewaju,Tameside,Tameside District,53.47906,-2.15445,Private room,100,1,0,,,2,365,0,
708551984479411048,Entire home Manchester 2 Bedroom House,13055396,Chris & Gio,Manchester,Old Moat,53.435172329712955,-2.238525040447712,Entire home/apt,98,2,12,2022-12-13,3.56,1,58,12,
709167395954260336,"2 bedroom house in Bolton, greater Manchester",465768322,Asif,Bolton,Bolton District,53.59529,-2.43551,Entire home/apt,90,1,3,2022-12-18,1.55,1,361,3,
709240159030828622,3-bedroom home with free parking in Chorlton,36949551,Caspar,Manchester,Chorlton,53.44034,-2.27972,Entire home/apt,116,2,3,2022-11-20,1.25,1,253,3,
709393678371352222,Private double room with free parking on premises,82093297,Alex,Manchester,Ardwick,53.4676832,-2.2262582,Private room,40,1,22,2022-12-06,6.06,1,100,22,
709437410133212196,Modern urban 2 bed home close to MCR city centre,226535739,Mia,Trafford,Trafford District,53.44605,-2.3076,Entire home/apt,135,2,1,2022-12-04,1,1,173,1,
709876401768371913,Family friend home with Parking & Garden,477815828,Co-Hostmy,Salford,Salford District,53.49502,-2.2634,Entire home/apt,199,2,6,2022-11-26,2.07,1,364,6,
710552759601996580,"Spacious house in Salford, free parking",369624884,Kevin And Laura,Salford,Salford District,53.4839,-2.29678,Entire home/apt,125,2,8,2022-12-06,3.53,55,27,8,
710866349533552497,"Beautiful 4 bed home, Sleeps 8, driveway parking",441598110,Dale,Manchester,Harpurhey,53.51574,-2.20874,Entire home/apt,263,2,2,2022-10-31,0.59,1,287,2,
710925135148437306,Lovely 2-bedroom house close to Media City.,390373225,Alpha,Salford,Salford District,53.48419,-2.29898,Entire home/apt,137,1,31,2022-12-19,9.21,2,340,31,
711343911216792252,Spacious Comfortable house close to Etihad+parking,84897769,Aaron,Manchester,Longsight,53.45827,-2.1994,Entire home/apt,200,3,0,,,18,354,0,
711346831429376577,Lovely 1-bedroom flat with a balcony view,478659324,Lamar,Salford,Salford District,53.47085,-2.27409,Entire home/apt,55,7,1,2022-10-29,0.50,1,6,1,
711359675747988109,Spacious 2 Bedroom House Manchester,478661523,Benjamin,Manchester,Bradford,53.47661,-2.16599,Entire home/apt,95,1,1,2022-12-11,1,1,1,1,
711389782942639528,Lovely 2 bedroom flat in Manchester,456342624,Rex At Buzzin Accommodation,Manchester,City Centre,53.48489,-2.24015,Entire home/apt,149,2,5,2022-12-11,2.31,7,161,5,
711504115431109142,"Manchester One bedroom  (Free Parking, Long Stays)",192135533,Afsha,Salford,Salford District,53.46855,-2.27551,Entire home/apt,91,1,10,2022-12-12,3.41,1,276,10,
712057560860960361,Station B (Apt A),201746366,Airshack,Manchester,Levenshulme,53.4444,-2.19454,Entire home/apt,124,2,11,2022-12-05,3.55,25,358,11,
712067438140958575,Lansdowne House room 1,116804553,Or,Manchester,Crumpsall,53.51492,-2.23809,Private room,991,1,0,,,6,335,0,
712069351832538598,Lansdowne House room 2,116804553,Or,Manchester,Crumpsall,53.51547,-2.23839,Private room,991,1,0,,,6,350,0,
712071128769366164,Lansdowne house room 3,116804553,Or,Manchester,Crumpsall,53.51511,-2.23683,Entire home/apt,991,1,0,,,6,350,0,
712075139306464879,Lansdowne House room 4,116804553,Or,Manchester,Crumpsall,53.51368,-2.2388,Private room,991,1,0,,,6,359,0,
712078209193907173,Lansdowne house room 5,116804553,Or,Manchester,Crumpsall,53.51534,-2.23681,Private room,991,1,0,,,6,341,0,
712082841047463622,Lansdowne House room 6,116804553,Or,Manchester,Crumpsall,53.51381,-2.23836,Private room,991,1,0,,,6,334,0,
712088084512223015,Station B (Apt B),201746366,Airshack,Manchester,Levenshulme,53.4436,-2.19443,Entire home/apt,106,2,4,2022-12-04,1.29,25,235,4,
712099788426010651,Station B (Apt C),201746366,Airshack,Manchester,Levenshulme,53.44516,-2.19491,Entire home/apt,125,2,8,2022-11-27,2.58,25,209,8,
712108797091197580,Station B (Apt D),201746366,Airshack,Manchester,Levenshulme,53.44348,-2.19305,Entire home/apt,137,2,9,2022-12-11,2.87,25,361,9,
712122271288656568,Station B (Apt E),201746366,Airshack,Manchester,Levenshulme,53.4436,-2.19517,Entire home/apt,164,2,8,2022-12-08,3.04,25,361,8,
712182853983323245,Bright Double Room in  New-Build Townhouse,467855488,Mariam,Manchester,Ardwick,53.47124,-2.2295,Private room,50,5,1,2022-11-30,1,2,88,1,
712227718616187588,Lovely 2 bedroom apartment in Worsley,287850007,Natasha,Salford,Salford District,53.5219785,-2.3989358,Entire home/apt,105,2,3,2022-11-27,1.13,1,226,3,
712587677717457985,KozyGuru | 3BR 5 Beds| Charming Sweet Home | Swinton Manchester | Convenient Location,435420929,Teresa,Salford,Salford District,53.51504,-2.34656,Entire home/apt,136,2,11,2022-11-30,3.79,23,161,11,
712641614575284144,one room available in a quiet location,440758002,Khalid,Stockport,Stockport District,53.38114,-2.22858,Private room,400,1,0,,,2,365,0,
712721301308610009,Victorian House 5 Bedrooms 5 Bathrooms In Eccles,26721812,Paul,Salford,Salford District,53.48974,-2.3348,Entire home/apt,457,4,0,,,5,365,0,
712855669236736749,Riverbank Cottage Beautiful Park Manchester - Pet,302092166,Maggie,Stockport,Stockport District,53.40292,-2.18751,Entire home/apt,110,3,2,2022-11-13,0.65,3,332,2,
713581494245005897,"Private room @ Media City, Salford hosted by Rose",263471894,Roselyn,Salford,Salford District,53.47213,-2.29327,Private room,106,1,3,2022-12-01,1.22,1,364,3,
713820327578064319,"Immaculate 4 Bed House in Ashton-under-Lyne, OL7",310835509,TravelNest,Tameside,Tameside District,53.47913,-2.11703,Entire home/apt,90,1,1,2022-11-19,0.77,10,364,1,
713851238881494047,Adorable ensuite room with parking for on premises,474275257,Stewart,Bury,Bury District,53.56274,-2.34469,Private room,45,2,15,2022-12-23,4.46,1,335,15,
714182709295593209,Modern 1 bedroom new build apartment in Eccles,23637521,Khrissie & Rafael,Salford,Salford District,53.48109,-2.3351,Entire home/apt,105,2,0,,,7,270,0,
714220189319539484,Lovely 2 bedroom flat Near city and train station,325966665,Mahi,Manchester,Longsight,53.4585,-2.20607,Entire home/apt,60,1,17,2022-12-12,5.00,1,312,17,
714352227615656423,Spacious 3 bedroom townhouse to rent in Manchester,472868964,Ennis,Manchester,Higher Blackley,53.52616,-2.23703,Entire home/apt,109,3,1,2022-11-06,0.58,1,156,1,
714551884030817182,One bedroom apartment close to Media City,115119118,Marc,Salford,Salford District,53.48089,-2.30785,Entire home/apt,99,1,5,2022-12-11,1.60,1,0,5,
714559807151821662,Single Room in a Shared House 1 Person only,470249681,Nazia,Manchester,Longsight,53.45405,-2.19069,Private room,45,1,0,,,4,364,0,
714593340370862069,1 bed room In private shared home. Free Wifi,470249681,Nazia,Manchester,Longsight,53.45584,-2.1905,Private room,35,1,13,2022-12-12,3.75,4,365,13,
714790664612574620,"Queens Park Apartment, 5 guests w/ free parking",323005421,Kyle,Manchester,Harpurhey,53.50106,-2.21582,Entire home/apt,115,1,1,2022-10-05,0.36,1,5,1,
714864995702414101,Entire flat with double bedroom,149928714,Ayesha,Manchester,Fallowfield,53.44303,-2.2265,Entire home/apt,90,1,4,2022-11-27,1.82,1,357,4,
714899722844038147,R&R 4Bed Townhouse 5mins to City (Secure Parking),2046430,Tom,Manchester,Bradford,53.47761,-2.20632,Entire home/apt,277,2,7,2022-11-20,2.10,34,167,7,
714980079823369838,Great Stunning Two Bedroom Apartment With Balcony,418909172,Gin @Staycasa Accommodation,Manchester,City Centre,53.47435,-2.24457,Entire home/apt,239,1,3,2022-11-07,1.23,14,360,3,
715552787790478554,"Cheerful 1 bed room 
Free Wifi, Free Parking",470249681,Nazia,Manchester,Longsight,53.45468,-2.19056,Private room,33,1,7,2022-12-04,2.23,4,365,7,
715673559197134098,Trendy 2 Bedroom Home #MCR,28305766,City Superhost,Salford,Salford District,53.48528854844012,-2.2923563048243523,Entire home/apt,130,1,14,2022-12-11,4.20,56,33,14,
715682957023007813,"Detached, Stone Cottage in lovely village",57162654,Stevie,Oldham,Oldham District,53.5821618,-2.0487977,Entire home/apt,130,2,0,,,1,108,0,
715707206097651023,"Cosy, Modern+Relaxing 3 bedroom with parking.",449765229,Juan Min,Manchester,Ancoats and Clayton,53.48856413221138,-2.2104263779098487,Entire home/apt,137,2,10,2022-11-20,3.45,1,99,10,
715711580434114841,Lovely one-bedroom serviced apartment in Eccles,479469070,Pillo Rooms,Salford,Salford District,53.47532,-2.36548,Entire home/apt,117,1,2,2022-11-10,0.86,1,355,2,
715741213270484489,Lovely 2 bedroom to rent in Greater Manchester,471662909,Danyal,Manchester,City Centre,53.4752142,-2.2516367,Entire home/apt,115,3,4,2022-12-23,1.82,1,162,4,
715758234164535265,Peaceful home close to the city centre!,334263418,Hayley,Manchester,Hulme,53.46646,-2.25774,Entire home/apt,174,3,4,2022-11-20,1.52,11,38,4,
715761017541279860,Entire Apartment 10 min MANcity centre / sleep 4,39062211,Antonio,Manchester,Whalley Range,53.4519098,-2.2537121,Entire home/apt,80,1,1,2022-10-15,0.41,1,99,1,
715766665047827257,Cheerful 3 bed home in Manchester suburbs,477528855,Kristian,Manchester,Withington,53.4353709,-2.2111557,Entire home/apt,165,3,1,2022-10-31,0.52,2,176,1,
715803211278052991,Private room- Greater Manchester,68060111,Lemmy,Manchester,Chorlton,53.44667,-2.27123,Private room,71,6,2,2022-10-23,0.69,1,209,2,
715879420340405700,An Idyllic Cottage located close to Manchester,143874860,Benjamin,Tameside,Tameside District,53.45904,-2.00439,Entire home/apt,84,2,8,2022-12-23,3.53,4,88,8,
715944632430815137,Lovely Brand new 1-bedroom flat in Eccles (26),23637521,Khrissie & Rafael,Salford,Salford District,53.48289,-2.33507,Entire home/apt,81,2,1,2022-11-05,0.57,7,325,1,
716083944840096112,Double bedroom very close to Manchester university,479552683,Shahid,Manchester,Levenshulme,53.4442,-2.19988,Private room,61,1,0,,,2,365,0,
716405010879787130,2 Bedroom 2 Bathroom Apartment hosted by MCR Dens,312657189,Holly,Manchester,Ancoats and Clayton,53.48797,-2.22559,Entire home/apt,128,2,7,2022-12-23,2.56,13,131,7,
716532727573436623,The Interchange | 2-Bed | Brand New | Central,465390598,Staycay,Salford,Salford District,53.4805,-2.29489,Entire home/apt,72,2,21,2022-12-24,7.50,4,218,21,
716737986889331902,Bedroom in gorgeous Manchester flat,24850732,Janos,Manchester,City Centre,53.4808169,-2.2331744,Private room,90,2,2,2022-10-13,0.69,1,0,2,
716741780662151127,Brand new 1 bedroom flat in Eccles rooftop garden,23637521,Khrissie & Rafael,Salford,Salford District,53.48207,-2.33659,Entire home/apt,61,2,1,2022-10-29,0.50,7,341,1,
716758581508781080,Brand new 2 bedroom flat in Eccles rooftop garden,23637521,Khrissie & Rafael,Salford,Salford District,53.48158,-2.33576,Entire home/apt,120,2,4,2022-10-30,1.67,7,249,4,
717195500344248573,The Home Away from Home W fast WI-FI & Parking,227396320,Neige,Manchester,Harpurhey,53.50913,-2.19442,Entire home/apt,89,2,5,2022-12-05,1.69,2,157,5,
717332437821216388,Brand new 1 bedroom flat in Eccles Rooftop Garden,23637521,Khrissie & Rafael,Salford,Salford District,53.48286,-2.33577,Entire home/apt,108,2,0,,,7,334,0,
717840010093953856,Beautiful private room Old Trafford,302077968,Alonzo,Trafford,Trafford District,53.46023,-2.27043,Private room,100,1,5,2022-11-20,1.72,4,358,5,
718254083379685317,"Beautiful Penthouse Flat, 2 Bed En-suite",479940356,Sarah,Manchester,City Centre,53.47182,-2.25272,Entire home/apt,350,1,5,2022-11-20,1.60,1,40,5,
718341110377713483,Cozy 2BR APT close to Mcr city with free parking,107882543,Jaie,Salford,Salford District,53.51128,-2.28248,Entire home/apt,124,4,3,2022-11-19,1.01,5,362,3,
718470600179222306,Spacious double bedroom with ensuite  bathroom,1368946,Kieran,Manchester,Chorlton Park,53.4317454,-2.2650443,Private room,53,1,10,2022-12-12,3.09,1,362,10,
718664275251266487,Stylish 2-bed house with free parking,135892247,Kat,Oldham,Oldham District,53.52518,-2.14909,Entire home/apt,113,2,15,2022-12-13,4.79,1,98,15,
718680706864508685,Large Modern 4 Bed apartment near Northern Quarter,404549132,Josh,Manchester,Ancoats and Clayton,53.48837,-2.2355,Entire home/apt,163,3,9,2022-12-10,2.87,4,80,9,
718686818686548653,Spacious and Delightful - Sunshine Cottage,480008594,Helen,Wigan,Wigan District,53.4754077,-2.5970308,Entire home/apt,175,2,0,,,2,303,0,
718747502947113791,Bright apartment in heart of Manchester,418909172,Gin @Staycasa Accommodation,Manchester,City Centre,53.4726548,-2.2489116,Entire home/apt,159,1,8,2022-12-17,3.16,14,356,8,
718836541043012377,Modern & stylish 3 Bed Northern Quarter apartment,404549132,Josh,Manchester,Ancoats and Clayton,53.48854,-2.23395,Entire home/apt,156,3,4,2022-12-04,1.28,4,87,4,
718841228002006732,Modern & stylish 3 Bed Northern Quarter apartment,404549132,Josh,Manchester,Ancoats and Clayton,53.48922,-2.23526,Entire home/apt,159,3,2,2022-12-04,1.58,4,90,2,
719252663324006847,Classy & spacious home w big garden & free parking,59193049,Saffron,Manchester,Chorlton Park,53.43115,-2.26758,Entire home/apt,140,2,5,2022-12-05,2.05,1,160,5,
719315648804087471,"Beautiful 3 Bedroom house, close to MU stadium.",160745733,Attia,Trafford,Trafford District,53.4607,-2.29266,Entire home/apt,101,2,5,2022-12-04,2.31,1,159,5,
719373419602835048,Cosy Double bedroom + Free parking,449344331,Ben,Manchester,Bradford,53.47359,-2.1676,Private room,53,1,5,2022-12-11,3.33,1,19,5,
719385129973927003,Bright and cosy bedroom in Manchester Centre!,12547410,Luisa,Manchester,City Centre,53.4738,-2.24082,Private room,49,3,0,,,1,0,0,
719616835848195184,Lovely 1 bedroom apartment in Ancoats,52155881,L,Manchester,Ancoats and Clayton,53.48616,-2.23131,Entire home/apt,171,2,1,2022-10-24,0.46,3,90,1,
719663569167037220,A unique Cosy Room in Manchester Elizabeth Tower,474674255,Yongfeng,Manchester,Hulme,53.47108,-2.25563,Private room,50,1,1,2022-09-29,0.33,2,37,1,
720014206244726970,Modern apartment 8 Minutes from Mcr City Centre,479304415,Ed,Salford,Salford District,53.48941,-2.33794,Entire home/apt,110,2,0,,,1,354,0,
720627406708371327,Lovely 3 Bed in Manchester-close to the 02 Apollo!,301449632,Joe,Manchester,Cheetham,53.49912,-2.25053,Entire home/apt,159,2,9,2022-12-09,3.10,1,353,9,
720775618464176070,Doctor/ student lodges-shared room+accomodation,474954023,Huma,Manchester,Rusholme,53.4545,-2.20757,Shared room,20,1,6,2022-12-24,2.05,5,350,6,
721039073460179638,"3 bed Family home in Sale, parking & Garden.",92565318,Sharmaine,Trafford,Trafford District,53.42584,-2.34706,Entire home/apt,113,3,5,2022-11-21,1.88,6,322,5,
721085034847658248,Beautiful Super Central Home #MCR,28305766,City Superhost,Manchester,Ancoats and Clayton,53.4840797,-2.2345141,Entire home/apt,106,1,12,2022-12-23,5.37,56,273,12,
721507003139950387,"Luxury 7 Bedroom House in Didsbury, Manchester",480557745,Debra,Manchester,Didsbury East,53.4210824,-2.2264415,Entire home/apt,1260,2,6,2022-12-26,2.73,1,132,6,
721517776020240410,Stunning City apartment in the heart of Manchester,438795961,Elizabeth,Manchester,City Centre,53.4741,-2.24444,Entire home/apt,298,2,3,2022-11-13,1.23,3,354,3,
721581413392772807,Spacious and Comfy - Sunshine Terrace,480008594,Helen,Manchester,Ardwick,53.46660800000001,-2.2187803,Entire home/apt,156,2,3,2022-12-21,3,2,340,3,
721804316484132489,Double bedroom in a leafy Whalley Range,145930013,Uzair,Manchester,Whalley Range,53.4523137,-2.2531142,Private room,30,3,13,2022-12-04,4.43,1,83,13,
721809004555267900,"Lovely, Cosy Home Close to the City Centre",425638974,Kiren,Manchester,Crumpsall,53.51758,-2.23427,Entire home/apt,123,2,1,2022-10-02,0.34,3,359,1,
721824435923572778,15 minutes drive city centre and close university,479552683,Shahid,Manchester,Levenshulme,53.44369,-2.19971,Private room,61,90,1,2022-09-30,0.34,2,365,1,
